filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,102400,scenario_a,1,5000,120,30,4,False,False,5,10932,101.67,2.0,16850,0,30.69,0.03,196.24,325.99,494.81,895.61,96.13472222222222,98.2,0.0,0.0,0.0,3.5539814814814816,0.0,0.0,3.138888888888889,25.48148148148148,38.06481481481482,33.31481481481482,True,disk util avg 96.13% >= 80.00% | cpu iowait avg 33.31% >= 5.00%,results/kafka_fs_bench_20260424_165612/raw/r1_ext4_scenario_a_102400B_5000ops_measure.txt.gz,results/kafka_fs_bench_20260424_165612/monitor/r1_ext4_scenario_a_102400B_5000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_165612/monitor/r1_ext4_scenario_a_102400B_5000ops_measure_vmstat.txt.gz
f2fs,102400,scenario_a,1,5000,120,30,4,False,False,5,12588,118.14,2.4,18842,0,26.27,0.03,167.79,271.74,393.29,728.89,96.77175925925926,99.19,0.0,0.0,0.1111111111111111,3.3784259259259257,0.0,0.0,3.4205607476635516,27.411214953271028,38.1588785046729,31.08411214953271,True,disk util avg 96.77% >= 80.00% | cpu iowait avg 31.08% >= 5.00%,results/kafka_fs_bench_20260424_165612/raw/r1_f2fs_scenario_a_102400B_5000ops_measure.txt.gz,results/kafka_fs_bench_20260424_165612/monitor/r1_f2fs_scenario_a_102400B_5000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_165612/monitor/r1_f2fs_scenario_a_102400B_5000ops_measure_vmstat.txt.gz
